spolecnost	sidlo	rok_zalozeni	stari	stáří	NACE-CZ	prav_forma	zahr_kapital	pocet_zam	obrat2008	zamereni	zamereni_text	1a	1b	1c	1d	1e	1f	1g	1h	2a_vyuz	2a_plan	2a_spok	2b_vyuz	2b_plan	2b_spok	2c_vyuz	2c_plan	2c_spok	2d_vyuz	2d_plan	2d_spok	2e_vyuz	2e_plan	2e_spok	2f_vyuz	2f_plan	2f_spok	2g_vyuz	2g_plan	2g_spok	2g_text	2h_vyuz	2h_plan	2h_spok	2i_vyuz	2i_plan	2i_spok	2j_vyuz	2j_plan	2j_spok	2k_vyuz	2k_plan	2k_spok	2l_vyuz	2l_plan	2l_spok	2l_text	3	3_text	4a	4b	4c	4d	4e	4f	4g	5a	5b	5c	5d	5e	5f	5g	5h	5i	5j	5k	5l	5m	5n	5o	5p	5r	5r_text	6a_1	6a_2	6a_3	6a_4	6a_5	6a_6	6b_1	6b_2	6b_3	6b_4	6c	6d	6e	6f	6g	6h	6h_text	7	8a	8b	8c	8d	8e	8f	8g	8h	8i	8i_text	8j	9	10	11a	11b	11c	11d	11e	11f	12a	12b	12c	12d	12e	12f	12f_text	13a	13b	13c	13d	13e	13f	13f_text	14	15	15_text
RE - MARK EUROPE	Kyjov	2001	2	2	Maloobchod s kosmetickými a toaletními výrobky	s.r.o.	1	2	1	3		5	4	4	3	5	4	4	2		2		3		3	2		3	3		4		2						2				2			1			2		1		4					3		5	5	3	4	3	4	4	5	4	5	3	4	4	4	3	3	4	4	5	5	5	4	5			0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0		3	1	0	0	1	1	1	1	0	0		0	1	3	0	0	0	0	0	0	1	0	0	0	0	0		4	4	2	5	3			2	2	
RENOL CZ	Vracov	2002	3	2	Výroba plastových obalů	s.r.o.	2	2	2	2		4	4	5	3	5	4	4	5	1		4	1		4		1		1		4		1			1		1		4	zkoušky výrobků, zpětná kontrola	1		1		1			1			1			1			1		5	5	5	5	4	5	5	5	4	3	5	5	5	5	5	5	5	5	5	5	5	4	5			1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0		2	1	1	0	1	1	0	1	1	0		0	1	2	0	0	0	0	1	1	1	0	0	1	0	0		1	3	1	4	1			1	1	mít vyšší výkonost při menších nákladech a dělat tímto směrem příslušná opatření
RESA - sanace a rekonstrukce	Ostrava	1999	2	2	pozemní stavitelství, geotechnika, sanace a rekonstrukce	s.r.o.	2	3	3	1		5	4	3	3	5	3	3	4	3		4							2		4							3					1						2			2			2			1		5	5	5	5	4	5	5	3	3	3	4	4	4	4	4	4	4	4	5	4	5	4	4			1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0		1	1	1	0	1	0	0	0	0	0		0	3	1	1	1	1	1	1	1	1	0	0	0	0	0			4	5	4				1	1	být opatrnější
RESTA	Přerov	1991	2	2	Výroba strojů pro těžbu, dobývání a stavebnictví	s.r.o.	2	3	3	1		4	4	4	4	2	4	1	1		1			2			2			1			1			1		3		4	ISO 9001, ISO 14000		1			2			2		3		4					2		4	5	4	5	3	3	3	3	5	4	4	4	5	4	5	4	4	4	5	4	5	3	4			0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0		1	0	0	0	1	0	0	1	1	0		0	3	3	0	0	0	0	1	0	1	0	0	0	0	0		3	4	4	5	3			1	2	
RETIGO s. r. o.	Rožnov pod Radhoštěm	1994	2	2	27900	S.r.o.	2	3	3	1		5	5	4	5	4	5	4	3	3		4		1			2		1		4		1			1		2		3	hodnocení ISO procesů		1			2			2			2						1		5	5	3		3	3	3	5	5	4	5	4	4	3	4	5	5		5	4	5	5	4			0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	přid. hodnota/zaměstnanci	1	1	0	0	1	0	0	0	1	0		0	1	3	1	1	1	0	0	0	1	1	0	1	0	0		1	2	1	5	2		sezónnost realizací investic s našimi výrobky	1	1	více si všímáme hodnot a pravidelně je hodnotíme
RIM - CZ	Otrokovice	1991	2	2	Výroba nábytku	s.r.o.	2	3	3	1		3		4	3	3	4	2	2	3			3		4		2		3		4		2		3		5	3		3	ISO 9001		2			2			2			2			2			1		4	4	3	3	3	3	4	4	4	5	4	5	5	4	4	4	4	4	3	3	4	4	5			0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0		2	1	0	0	1	0	0	1	1	0		0	1	3	0	1	1	1	1	1	1	0	0	0	0	0		2	4	4	5	3			2	2	
Rohde-Schwarz závod Vimperk, s.r.o	Vimperk	2001	2	2	výroba	s.r.o.	1	4	4	1		4	5	3	4	3	4	3	1		2			2			2		3		4	2		3				3		4	DoA, QDSC	3		2				1		2		2						1		4	5	4	5	5	3	5	4	5	3	3	5	5	5	4	3	5	4	4	4	5	5	4			0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1	0	0	1	1	1	0	0	0		0		1	0	1	1	1	1	1	1	1	1	1	1	0		3	3	5	2	1			1	2	
ROKOSPOL	Uherský Brod	1998	2	2	Výroba nátěrových barev, laků a jiných nátěrových materiálů	a.s.	2	3	3	1		4	3	4	4	3	4	3	2	1		3		2			2			2			2			2			2				2			2			2			2						2		4	5	3	3	2	3	5	4	4	4	5	4	5	4	3	4	4	4	4	3	4	5	3			0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0		1	0	0	0	0	0	0	0	0	0		1	2	3	0	0	0	0	0		1	0	0	0	0	0		3	4	3	5	2			1	2	
ROMOTOP spol. s r.o.	Suchdol nad Odrou	1992	2	2	275200	S.r.o.	2	4	4	1		4	5	5	4	4	4	2	2	3		5	2		3	2		3	2		4	2		2		2							2			1			2			1						1		5	4	3	4	4	3	4	3	5	4	4	3	3	3	3	4	4	5	4	3	4	5	4			0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0		2	0	1	0	1	0	0	1	1	0		0	1	2	0	1	0	1	1	0	1	0	0	0	0	1	Dialog 3000S, modul Finanční kancelář speciálně vytvořené na zakázku	3	3	2	3	2	4	sezónost, stavební krize, kurz	1	2	
ROSTEX Vyškov	Vyškov	1925	1	1	Kovoobrábění	s.r.o.	2	4	4	1		4	5	3	3	4	4	4	3	3		3		2			2			1			2			2			1				2			2			2			1						3		5	5	4	5	4	5	3	4	5	5	5	5	4	5	4	4	4	4	5	4	5	3	4			1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0		2	0	1	0	1	0	1	0	1	0		0	3	3	0	1	1	0	1	1	1	0	0	0	0	0		1	2	3	5	2			1	1	
Rostislav Mahdal - ROSMA	Uherský Brod	2002	3	2	velkoobchod	OSVČ	2	1	1	3		3	1	1	3	1	1	3	4	2		3	2		3		2		2		3		2			2			2				2			2			2			2			2			3		4	5	3	3	3	3	3	4	4	4	4	4	5	5	4	4	4	4	4	3	3	3	3			0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		2	0	0	0	1	1	0	0	1	0		0	1	3	0	0	0	0	1	1	1	0	0	0	0	0		4	2	1	4	3			2	2	
Royale Vision	Brno	2008	3	3		s.r.o.	2	2	1	3		3	3	4	3	5	4	1	3		1								1		4																				1		3					1		3	4	1	3	3	2	2	4	3	3	3	4	3	4			3		4	3	2	1	3			0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0		2	0	0	0	0	0	0	0	0	0		1	1	2	1	0	0	0	1	1	1	0	0	0	0	0		2	4	2	5	2			1	2	
RS Trucks	Otrokovice	2001	2	2	Prodej a servis nákladních vozidel	s.r.o.	2	3	4	3		5	5	5	4	5	4	3	3	3		5	3		5		2		3		5	1		4	3		4	3		3	nástroje, které se vztahují k ISU		1			2			2		3		4					1		5	5	3	4	2	4	3	5	5	4	5	4	4	4	3	3	3	4	5	3	4	3	5			1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0		2	1	1	0	1	1	1	1	0	0		0	1	1	0	1	1	0	1	1	1	0	0	0	0	0		3	1	4	5	5			2	2	
RUTEX CZ	Uherský Brod	2006	3	3	Maloobchod a velkoobchod s textilním zbožím	s.r.o.	2	1	1	3		2	4	5	2	5	3	3	4	2		4		2			2			2			2			1			2				1						2						2			3		5	5	3	3	3	3	1	5	5	4	4	5	5	5	3	2	5	1	3	1	4	1	2			0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0		1	0	0	0	0	0	0	0	0	0		1	2	3	0	0	0	0	1	0	1	0	0	0	0	0		2	5	1	5	2			2	2	
Říha Group	Ratiboř u Vsetína	1995	2	2		s.r.o.	2	2	2	3		3	4	2	3	4	5	4	4	2				2			2						2			2			2				2			2			2			2			2					4	5	3	4	1	5	1	5	5	4	4	5	5	5	3	2	3	1	4	4	4	1	1			0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	2	3	0						1	0	0	0	0	0		1	1	1	5	4			2	2	
Salvia Tour CK	Kroměříž	2001	2	2	Činnosti cestovních agentur, kanceláří a jiné rezervační a související činnosti	s.r.o.	2	1	1	2		3	5	2	4	5	4		4																																							3		4	5	4	3	2	4	3	5	5	4	4	5	5	5	3	4	4	3	4	2	3	2	2			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	0	0	0	1	0	0	0	0	0		0	2	3	0	0	0	0	1	1	1	0	0	0	0	0		1	3	1	4	1	5	finanční situace zákazníka	2	2	
Santech Allianz	Lípa u Zlína	2006	3	3	obchod	s.r.o.	1	2	3	3		3	5	5	3	5	2	2	2	2		3	2		4		2			1			2		2		3	2		3		2		3		2			2			2						1		5	5	3	5	2		4	5	5	5	5	4	5	5	4	5	5		5	5	5		4			1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0		1	1	0	0	1	1	0	1	0	0		0	1	2	0	0	0	0	1	1	1	0	0	0	0	0		1	1	1	1	2	5	celosvětová recese	1	1	
S-dent, s.r.o.	Brno	1991	2	2	obchod	s.r.o.	2	3	2	3		3	4	5	5	5	3	3	5	1		3		1			1		3		5		2			1			2			2		4	2		3		2			2			2			3		5	5	4	4	3	3	4	3	5	5	4	5	5	5	3	3	5	4	4	4	4	4	3			0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	1	0	0		0	1	3	0	0	0	0	1	1	1	0	0	0	0	0		1	1	3	3	1			2	2	
SEMAG spol. s r.o.	Havířov	1991	2	2	pekárenská a cukrárenská výroba	s.r.o.	2	4	4	1		5	5	3	5	3	3		1	3		5							3		5							3		3	systém řízení jakosti dle normy ISO 9001:2000	2		5														1		5	5	3	5	3	3	3	3	5	3	3	5	5	5	5	5	5	5	5	5	5	5	3			0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0		1	1	0	0	1	1	0	0	0	0		0	1	1	1	1	1	1	1	1	1	0	0	1	1	0		1	1	1	5	1			1	2	
Servis Climax, a.s.	Jasenice 1253, Vsetín	1997	2	2	výroba stínící techniky	a.s.	2	4	4	1		4	2	1	2	4	2	2	1	3		3	1		3		2		1		3		2			2			2																			1		4	5	3	3	2	2	3	5	4	4	4	4	3	4	2	4	4	4	3	3	3	3	3			0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0		2	0	0	0	1	0	0	0	0	0		0	1	1	1	1	1	1	1	1	0	0	1	0	0	0					5				1	2	
Servisní pojišťovna	Zlín	1997	2	2	pojišťovnictví	a.s.	2	2	2	2		5	5	4	4	4	5	4	5	3		5		2			2		3		5		2			2			2			3		5		2			2			2			2			1		5	5	4	5	4	4	4	5	3	4	4	5	5	4	4		4		4	3	4	3	3			0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0		2	1	0	0	1	1	0	1	1	0		0	3	1	0	1	0	1	1	1	1	1	0	0	0	0					5	5	5	ohyb kurzu koruny vůči Euru, ekonomická krize	2	2	
SEVEn Energy s.r.o.	Praha	2007	3	3	služby	s.r.o.	2	2	1	2		4	5	4	5	5	4	1	5	2		4	2		4	2		3		1	3	2		4		1		2		5	dle ISO 9001		1			1			1		2	1	3					1		4	5	4	4	5	4	4	3	5	3	4	5	5	5	5	1	4	1	4	4	5	4	4			0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0		3	1	0	0	0	1	1	1	0	0		0	1	3	1	1	1	1	1	1	1	1	0	0	0	0	vlastní koroptev	2	2	2	3	4			1	1	
Severočeské doly a.s.	Chomutov	1994	2	2	Těžba hnědého uhlí	a.s.	2	4	4	4	Těžba	5	4	2		3	5	5	4	1		3	1		4		1		2		4		1			2		1		4	sankce z kvalitativních parametrů		1			2		1		4		2						1		4	4	4	4	3	4	4	4	5	3	5	4	4	4	5	4	4	4	5	4	5	4	4			1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	OPEX	2	1	1	0	0	0	0	0	0	0		0	1	3	1	1	1	0	1	1	1	1	0	1	0	0		1	1	1	4	4			2	2	
Seznam.cz	Praha	2000	2	2	provoz internetovaho portalu Seznam.cz	a.s.	1	4	4	2	prodej reklamy na internetu	4	5	3	4	3	5	5	3	1		3	1		4		2		1		4		2			2			2				2			2			2			2			2			1		4	5	3	4	4	4	5	4	3	5	4	5	5	5	4	4		4	4	4	4	5	4			0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0		1	1	0	0	1	0	0	1	1	0		0	1	3	0	0	0	0	0	0	1	0	0	1	0	0			4	4	4		4	roční období	1	1	
SGB	Praha	1992	2	2	Prodej a pronájem lešení a bednění	s.r.o.	1	3	4	3		5	5	2	4	4	5	4	3	3		4	3		4		2		3		4		2		3		4		2				2			2			2		2		3					1		5	5	3	5	3	4	5	4	4			5	5	5	4	4	4	4	5	4	5	4	5			1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0		2	1	0	0	1	1	1	0	0	0		0	1	2	1	1	0	1	1	1	1	1	0	0	0	0		4	3	5	3	2			2	1	zaměření se na maximální efektivitu nákladů a ukazatel rentability nákladů 
Schenker spol. s r.o.	Praha	1991	2	2	logistika, přepravy	s.r.o.	1	4	4	2		5	5	5	5	5	5	5	3	3		4	2		3	2		3	3		5											3			2		3				2		3					1		5	5	5	5	5	3	3	5	5	5	5	5	3	3	3	3	3	5	4	3	4	3	4			0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0		2	1	1	0	1	1	0	1	0	0		0	1	3	0	1	1	0	1	1	1	0	0	0	1	1	CFM	4	3	3	5	3		kurz EUR,USD	1	1	důslednost
SCHOTT Lighting and Imaging CR	Valašské Meziříčí	1997	2	2	Výroba optických kabelů	s.r.o.	1	3	3	1		4	2	3	2	4	4	2	4		1		3		4		1		3		4	1		3		2			1			1		3		2			1		2		3					1		4	4	4	4	5	4	4	3	4	3	3	5	4	4	4	4	4	5	5	4	5	4	5			0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0		2	1	0	0	0	0	0	0	1	0		0	1	3	0	0	0	1	1	1	1	1	0	0	0	0		2	3	3	4	3			2	2	
SCHOTT Solar CR	Valašské Meziříčí	2004	3	2	Výroba klenotů, bižuterie a příbuzných výrobků	s.r.o.	1	4	4	1		5	4	3	5	1	3	1	2	2		3	2		4		2		2		5	2		3	2		5	2		4	PSO	2		4		2			2			1			2			1		4	2	5	3	4	1	3	5	2	4	5	2	2	2	5	3	2	5	4	2	3	1	3			1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0		2	0	1	0	1	0	0	0	0	0		0	1	3	1	1	1	0	1		1	0	0	1	0	0		3	1	2	1	5			2	1	rientace na cash flow ukazatele
Siemens Elektromotory, závod Mohelnice	Mohelnice	1904	1	1	výroba elektromotorů	s.r.o.	1	4	4	1		5	5	3	4	4	4	3	4	3		5	3		5	3		5	3		5	3		5	3		5	3		5		3		5	3		4	1		5	3		5					1		5	5	5	5		4	5	5	5	4	5	5	5	4	4	5	5	5	5	5	5	5	4			1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0		2	1	1	0	1	1	0	0	0	0		0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	SAP/R3	5	4	2	3	1			1	1	
Siemens Engineering a.s.	Praha	1904	1	1	432000	a.s.	2	4	4	2	projektové řízení, elektromontáže	5	4	3	4	4	3	3	4	3		4	3		4		2		3		5		1			2		3			ISO 9001, 14001, 18001		1			2			2			2						1		5	4	4	3		5	2	4	5	4	4	4	5	5	4	3	2	5	4	3	5	2	5			0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0		2	0	1	0	0	0	0	0	0	0		0	1	3	1	1	1	1	1	1	1	1	0	1	0	0		2	1	2	4	3	5	významná závislost na vývoji stavebnictví	2	2	
Slovácké strojírny	Uherský Brod	1951	1	1	strojírenská výroba	a.s.	1	4	4	1		4	5	4	4	4	4	3	5	3		5	3		5		2			2			2			2			2				2			2			2			2						1		5	5	4	4	4	4	5	5	5	4	4	5	5	5	5	4	5	5	5	4	5	4	4			1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0		2	1	0	0	1	1	0	1	1	0		0	1	3	0	0	0	0	1		1	0	0	0	0	0		3	2	3	4	3			1	2	
SMO, a.s.	Otrokovice	1991	2	2	provádění staveb, jejich změn a ostraňování	a.s.	2	3	4	1		5	3	3	5	5	5		5	3		5							3		3							3		4	ČSN EN ISO 9001:2009																	1		5	5	4	4		5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5			1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0		1	1	0	0	0	1	0	1	0	0		0	1		1	1	1	1	1	1	1	0	0	0	0	0		5			5				2	1	
Solotrans	Zlín	1991	2	2	MKD	s.r.o.	2	3	1	2		2	5	5	3	4	4	5	5	3		4	1		4		1		3		5	1		5		1			2				1			2			2			2						3		5	5	3	5	5	4	5	4	5	4	5	5	5	5	3	3	4	5	5	5	5	5	5			0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0		3	0	0	0	0	0	0	0	0	0		1	3	3	0	0	0	1	1	1	1	0	0	0	0	0		1	5	3	5	5			2	1	identifikace slabých míst v systému řízení a organizování
Sport Service Europe	Zlín	2007	3	3		s.r.o.	2	1	2	3		3	3	4	2	4	2	3	4		2	1	2		4		1		2		4		2		1		3	2		4	Kontrola kvality zboží u dodavatele, na místě, řízení reklamací		1			1			1			1			1			1		5	4	3	2	3	2	4	4	5	4	3	5	5	4	3	3	3		3	3	4	3	2			0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0		3	0	0	0	0	0	0	0	0	0		1	1	2	1	1	1	1	1	1	1	0	0	0	0	0		2	3	1	2	4	5	chování konkurence	2	2	
Správa železniční dopravní cesty, státní organizace	Praha	2003	3	2	522100	státní organizace	2	4	4	2		5	3	3	3	3	3	3	5	3		4	1		3		1		1		3		1			1			1				2			2			1			2			2			1		5	4	3	3	4	5	4	3	5	5	5	3	3	3	5	3	2	1	5	5	5	2	4			1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0		1	0	1	0	1	0	1	0	1	0		0	1	2	0	1	0	1	1	1	1	0	0	0	0	1	SAP	1	1	1	1	5			2	1	sledování většího počtu ukazatelů a do většího detailu
STATO střechy	Napajedla	2006	3	3	Nespecializovaný velkoobchod	s.r.o.	2	2	1	3		4	5	4	5	5	5	3	3	2		3	1		4		2		1		5		2		1		5		2				1			2			2			1						1		5	5	4	4	4	4	3	4	5	4	4	5	5	5	4	4	4		3	3	5	3	3			0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0		2	1	0	0	1	0	0	1	0	0		0	3	3	0	0	0	0	1	1	1	1	0	0	0	0		4	2	1	3	3	5	konkurenční ceny	2	2	
STILL ČR spol. s r.o.	Praha	1993	2	2	518700	S.r.o.	1	3	4	2		5	4	3	4	2	3	4	3	2		3	2		4	2		2	3		5	2		4		1		2		3	ISO, vnitřní systém dokumentace a kontroly		1			2		2		4	2		3					1		5	3	3	4	5	3	4	4	5	4	5	5	4	4	3	3	3	3	4	2	5	4	4			0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	ROCE	2	1	0	0	1	1	0	0	0	0		0	1	3	0	1	1	1	0	1	1	0	0	0	0	0		2	1	4	5	1			1	1	Předřazení ukazatelů produktivity a rentability před absolutními čísly obratu a EBITA.
Strojírny Podzimek	Třešť	1992	2	2		s.r.o.	2	2	3	1	výroba i služby	2	5	5	3	5	3	3	5	3		1	3		3		2		3		2		1			2		3		3		3		4	3				2		1		2	2		5	finanční mapa projektu	1		5	5	5	5	2	5	5	3	2	2	2	5	5	4	3	3	4	3	5	3	5	4	5	5		0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0		1	0	0	0	1	0	0	0	1	0		0	1	3	1	1	1	1	0	1	1	0	0	0	0	0		3	3	3	5	2			1	2	
SWS	Dostihová 1	1991	2	2	Velkoobchod s výpočetní technikou	a.s.	2	3	4	3		4	5	4	5	4	3		3	3		4					1		3		3							1		3			1			1					3		3					1		5	5	4	5	4	4	4	5	5	5	5	5	5	5	5	5	5		5	5	5	5	4			1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0		1	1	0	0	1	0	0	1	1	0		0	1		0	1	1		1	1	1	1	0	0	0	0			3		5	3				1	
Synot W	Uherské Hradiště	1998	2	2	Výroba a prodej hracích automatů	a.s.	1	3	4	3		5	5	4	4	4	4	3	3	3		5	3		5				2		5																				1		3					1		5	5	4	4	5	4	4	5	5	5	5	4	4	5	4	4	4	4	5	4	4	4	5			0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0		2	1	0	0	1	0	0	0	0	0		0	1		1	1	1	1	1	1	1	0	0	1	0	0		5	4	4	4	5			2	1	
Synthesia, a. s.	Pardubice - Semtín	1994	2	2	chemická výroba	a.s.	2	4	4	1		5	5	5	5	4	5	5	4	3		3	3		4		1		3		4		1			1		3		3		2		4	1		3		2			1						1		5	5	4	4	5	3	5	5	5	4	4	4	5	5	5	5	5	3	3	3	5	5	4			0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	bilanční cash flow (EBITDA-investice)	2	1	1	0	1	0	1	0	0	0		0	1	2	0	1			1	1	1	0	0	0	0	1	vlastní aplikace	4	3	4	5	4			2	1	zpřísnění řízení nákladových procesů , urychlení restru. kroků
Technické služby Holešov	Holešov	2000	2	2	Podnikání s odpady	s.r.o.	2	2	1	2		3	3	5	4	5	5	1	4	3		4		2			2			2			2			2		3		3			2			2			2			2						3		5	5	4	5	5	4	3	5	5	5	5	4	5	5	3	2	2	1	3	5	5	3	2			0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0		2	1	1	0	1	1	0	1	0	0		0	3	3	1	0	0	0	1	1	1	0	0	0	0	0		4	2	3	5	5			2	2	
TECHNOMONT - Šiška a spol.	Šternberk	1996	2	2		s.r.o.	2	1	1	2		3	2	5	2	4	3	1	4	3		4		2			2			2			2			2			2			2		3		2			2		3		5		2			3		3	4	2	4	1	5	3	4	3	4	4	5	5	5	4	4	3	1	3	3	4	2	3			0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		3	1	0	0	1	1	1	1	0	0		0	2	3	0	0	0	0	0	0	1	0	0	0	0	0		3	1	2	4	2			1	2	
TELKAS, s.r.o.	Brno	2005	3	3	výroba ostatních plastových výrobků	s.r.o.	2	2	1	1		5	5	4	3	4	3	3	5	2		3		2			2		2		3		2			2			2				2			2			2			2						1		5	4	3	3	3	3	3	5	5	5	5	5	5	5	4	4	4	4	4	3	4	3	3			1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0		3	1	0	0	0	1	0	0	0	0		0	3	2	1						1	0	0	0	0	0		3	4	2	5	2			2	2	
Tennis Zlín	Zlín	1993	2	2	projektová činnost	a.s.	2	3	2	2		5	5	3	3	5	4	4	4	3		5	3		5	1		3	3		5		2		2		4		1				1		1			1				2						1		5	5	2	3	5	5	5	5	5	4	5	5	5	5	3	3	4	3	5	5	5	5	5			0	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0		3	1	0	0	0	0	0	0	0	0		0	1	3	0	0	1	1	1	1	1	0	0	0	1	0		3	3	5	5	3			2	1	zlepšení kvality manažerských informací - návrh nových metr&#239
TES Bojkovice	Bojkovice	1993	2	2	Výstavba bytových a nebytových prostor a velkoobchod s hutním materiálem	s.r.o.	2	3	1	3		2	3	5	2	2	4	4	2	3		3	3		4		2			1			2			1							1			2			2			2						4	Měření výkonnosti je prováděno na základně aktuální situace v podniku. Cíle podniku jsou bohužel odkládány na druhou kolej a tudíž nejsou ani příliš dodržovány a plněny.	5	4	2	3	2	4	4	4	4	3	5	4	3	4	4	3	4	3	3	3	4	3	4			0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		1	1	0	0	1	1	0	0	1	0		0	3	2	0	1	0	1	1	1	1	0	0	0	0	0		4	1	2	3	2	4	chováním subjektů na vrcholu řetězce. např: chování automobilek…..	2	1	Hlavním důvodem je kontrola vynakládání prostředků na běžný provoz firmy. Museli jsme začít bedlivěji sledovat provozní náklady. 
Thermotechnika Bohemia	Újezd u Brna	1991	2	2	OKEČ 6.51	s.r.o.	2	2	3	3		1	2	2	2	3	2	4	4	3		3		1			1		2				1		2				1				2			2			2			1			2			1		5	5	4	3	3	3	3	5	4	4	5	4	4	4	4	5	3	3	4	3	3	2	2			0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0		1	1	1	0	1	0	0	0	0	0		0	1	2	1	0	1	0	1	1	1	1	0	0	0	0		3	5	2	5	3			2	2	
TOMPEX	Praha	2008	3	3	Podpůrné činnosti pro zemědělství a posklizňové činnosti	a.s.	2	3	2	2		5	4	3	3	5	4	2	4	1			1		4	1		3	1		4		2			2		1		4		1		3		1			1			1						1		5	5	5	5	3	2	4	5	5	5	4	4	5	4	3	3	4	3	5	5	5	3	3			0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0		2	1	0	0	0	1	1	0	0	0		0	1	1	1	1	1	0	1	1	1	1	0	0	0	0			5						2	2	
TOP DRINKS	Púchov	2005	3	3		s.r.o.	2	1	2	3		2	4	2	4	3	4	1	5	1		4		2			2			1			2			2							2		1		3		2			1						2		5	4	1	2	3	3	2	4	4	3	3	5	4	4	2	2	3	1	4	2	3	1	3			1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0		1	0	0	0	0	0	0	0	0	0		1	3	3	0					0	1	0	0	0	0	0		3	1	1	3	5	4	sezónnosť	2	2	
TOS VARNSDORF a.s.	Varnsdorf	1996	2	2	284100	a.s.	2	4	4	1		4	5	3	5	4	5	5	3	3		3	3		4		2		3		4		1		3		3	3		3	TQM	3		2	3		3	3		3	3		3					1		5	5	4	4	4	4	5	4	5	4	4	5	5	5	4	4	5	4	5	4	4	5	4			1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	vlastní vícekriteriální měřítka	2	1	1	1	1	1	1	1	0	0		0	1	2	0	1	1	1	1	1	1	1	0	1	0	0		4	2	4	5	3			1	1	tvorba hodnoty pro zákazníka a firmu
TOSHULIN	Hulín	1998	2	2	Výroba kovoobráběcích strojů;  Výroba kovových konstrukcí a jejich dílů	a.s.	2	4	4	1		5	3	4	3	3	2	3	4	3		4	3		3		2		2		4					1			2				1			2			2			1						3		5	4	4	4	3	4	2	5	5	5	5	4	4	4	4	3	3	4	4	4	4	4	4			1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0		1	1	0	0	1	1	0	0	0	0		0	3	3	0	0	1	0	0	1	1	0	0	0	0	0		2	3	3	2	2			2	1	
TRANZA	Lednice	1991	2	2	výroba válečků pro dopravníky	a.s.	2	3	4	1		4	5	4	4	5	4	4	4	2		4		1		2		3		1			1		2		4	3		5		2		4		1		2		4		1						1		4	5	5	3	3	3	4	4	3	5	4	4	4	4	3	4	4	5	4	4	3	3	4			0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0		1	1	0	0	1	1	0	0	0	0		0	1	2	1	1	1	1	1	1	1	0	0	0	0	0		3	3	3	5	2			2	2	
